text,label
 Delusional idiot and the traitor!,1
 Got to be about the dumbest thing ever.,0
  .  The #MeToo has been ruined by hateful demonic Democrats.  It's now been WEAPONIZED against MEN.  Disgusting how Democrats/Liberals RUIN everything they touch! #VoteRedToSaveAmerica #MAGA,1
  Talk about the pot calling the kettle black... You should be ashamed of your cash payoffs to Iran &amp; of you helping Iran to become a necular power. It would be better if you just set your sales and gave us all a big wave goodby.  will clean up your mess. URL,1
 Nah I’m okay lol I’m going to watch On my block until a new season 😍,0
" And that's when you say:  Well I wanted to take care of you, but if you're going to make that impossible, I guess you are on your own.  I think I'll have a steak.""""",0
 Liberals: The FBI can investigate if you ask.  Also Liberals:   Can you believe Trump ordered an investigation of a private citizen??? He's a dictator!,1
"1/2 URL So because he speaks in a manner that is in layman's terms that can't be misinterpreted, says most people don't know (which Liberals/Democrats prove everyday), says Believe me"", says very bad, talks about serious issues makes him barbarically""",0
 Ah.. classic antifa.. behaviour of trashpeople. =),1
*SCREAMS* SHE IS SO CUTE WHEN SHE DOES THIS!!!! URL,0
  BUT GUN CONTROL!!!,0
 The Framers of the Constitution were primarily White Anglo-Saxon men so what might that tell us about modern day Anti-federalists and the Antifa movement and the extremes they might go to?  URL URL,0
 National Unity? O you are so full of it! You just tweeted to get people mobilized. Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists.,1
 This is so fake he’s unable to feel true feelings he even lies when he says anything and she is just as stupid in standing by a man who clearly doesn’t respect the unity of marriage while he was with her and pay these women off STAND UP DIVORCE LIKE HIS OTHER WIFES DID HES A PIG,1
  Bring on the Crucifixion! You know if a Conservative did this to Garland - She would be Stoned to Death by ANTIFA,0
  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease,1
5:26  you are my late night thoughts.,0
 What’s next... -Mr. Hooper is retconned as a pedophile -Grover becomes trans -Barkley is neutered -Big Bird is put on meds to stop seeing Snuffy -Oscar shoots heroin -Elmo now member of the church of satan -Telly joins ANTIFA -Zoe has abortion -Kermit labeled hate symbol by SPLC URL,0
  That is funny...thats exactly how I describe him. #NotMyPope,0
 Fool on the Hill !,1
  You said gun safety laws. Funny. You mean gun control agenda.  Your staffers must be editing your shit these days. Kudos to the minions.,0
 Another “perfect” teacher!!!,0
 . your the perfect example of why Americans despise lying liberals. Disgusting,1
 Empower the absolutely unemployable.,0
" Looks like gun control"" works in Chicago 😄👽""",0
  and that is why he is trying to end Obamacare so that only a priveledged few can benifit.  But his tax cuts are killing us anyway. URL,0
 He obviously doesn’t care.,0
 Djt &amp; Gop- MAGA. Only for old scared white men again. Making women property again.,1
  She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous. She most likely was promised this by the party. Now that she can be charged with perjury she will continue with playing a victim. She is not. Lying is a can of worms.,1
 Flake....well named.,0
  Can't stand to listen to that puke. I change the channel when he speaks. He believes his own LIES!!....They're all NUTS!! #LeftWingLiberalDisease #WalkAway #VoteRedToSaveAmerica  🇺🇸🇺🇸#MAGA 🇺🇸🇺🇸,1
  What if she is saying lies? Were you present?,0
   Do yourself a favor and watch this  There is still time for you to spit that kool aid out and pay attention to what is happening. You right leaning conservatives are so brainwashed it is sickening.,0
 I come from a long line of bigots and morons. It's hard to grapple with at first but it gets better. Fill the void with fundamentally decent ppl and you will eventually realize you are better off for it.,1
.... and so it begins.   &lt;&lt;&lt;&lt; The unfair and biased and unjustified targeting of Conservatives in a massive CENSORSHIP OF CONSERVATIVES Exercise . &gt;&gt;&gt;&gt;  #Pray4TheUSA  #Pray4Revival,1
  Damn . You are a roll . Bring it!,0
 YOU ARE TOO NICE ILY💞💞,0
   Got a point there if you are a person that just looks after yourself however i think if you look at NHS/Social Care/Emergency services/ wages compared to living costs you will see a different story.,0
  Please explain why anti any gun control desantis would somehow hold people accountable?,0
A new bill aims to send masked Antifa activists to jail for 15 years  URL,0
 And how is the investigation  against your son the antifa  Terrorist going,1
  It’s easier for Pod to believe both sides are terrible. Then he doesn’t have to honestly look at the conservatives.,1
  Reading these comments..this dear boy was burned alive!!!! And some are still talking about gun control! My gosh people!,1
    He is building it.,0
  is gross,1
 MAGA white people,1
 He is like  “Holy jesus fucken Christ”,1
" Jacob stand there in his own  garden and saw him he blushed hard amd trys to look away.  Oh holy god ..."" He wisperd  ""He is so sexy and good looking ...""""",0
  Oh WOW! You look like a 1980's Porn Star #loveit,1
 Just came here from the video and man am I discusted by greg seriously he is taking advantage of his sons fame.........f*%k greg.....🔥,0
 What? He didn’t get to where he is by saving money through eating McDonalds. How much he makes is the only thing that is relevant.,0
  Do you hate him that much. He is OUR President.,1
 but i dont think all of us are depressed. i think on social media it’s all perfect and shit but social nedia only portrays one part of a persons life. as far as help i think it’s the same as it’s always been,0
 He’ll only get more popular.,0
     Trump uses a lot of misdirection intentionally. Would need specifics you are referencing. Media screaming he is lying is mostly their spin on it. Take the wiretap claim for instance. Trump was correct. They called him a liar for 18 months.,0
 Low life bitches,1
 FF8 sucks MAJOR wang.,1
   She is trying hard to keep a righteous spirit.,0
 You will see more and more shocking vigilante style justice like this. Liberals on these courts are out of control.Swamp creatures in DC beware. Start serving the U.S. citizens 1st. Lot of fed up Americans across this great country of ours. URL,1
 you ignorant fool how did you become ag. I forgot it was ignorant Obama. Its not current occupier of white house. Learn from me ignorant idiot He is the President of United states. If you think he is not your President then leave this country and go to hell.,1
 Wow you really think this works I am going to tell my wife she is going to hell lol,1
 oh no you guys dont censor the right at all...fucking hypocrites URL,1
 yeah and conservatives work in real industries like coal mines/ oil rigs duhh,0
"#NazisAreBad Their programs called for the nationalization of education, health care, transportation, and other major industries. They instituted and vigorously enforced a strict gun control regimen. They encouraged pornography, illegitimacy, and abortion,..."" (3)""",1
 Do you support our POTUS? (Please help by retweeting and following after voting!)  Long live USA😍 #MAGA,0
 He is telling you he knows where his bum is. Writes “ass” with his bottom. What more proof of higher intelligence do you need?,1
 LMBO! She's like Pelosi. She thinks she important because she is a female. She is a destriment to society and Real Women!,1
  I'm also a Prohibited Possessor thanks to Obama and his every soldier has  PTSD crazy administration.Can't get life insurance either.Still support the NRA and the work they do for gun rights.Hoping Trump will fix the wrongs of labeling veterans as a means to back-door gun control,1
 I love only one (1) bitch (you) URL,1
   She?  To whom are you referring to?  Hillary?  You know what is tiresome?  Bernie supporters bashing Hillary Clinton.  She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them.  She has a positive message.  So who is dividing the left?,0
 WOW THIS COLOUR SCHEME I AM LIVING FOR IT ALSO YOU?? ARE SO PRETTY??,0
 “the sex symbol of rap” LMAOOO BITCH YOUre  FAT aS FUCK ANYWAYS you tryna fight?,1
🇺🇸 VOTE LIKE YOUR LIFE DEPENDS ON IT ... BECAUSE IT REALLY DOES !!! 🇺🇸 #DrainTheDeepState #MAGA URL,0
  Is it credible to believe he is worse than either: gordon on the browns in 2018 or 2017 brandin cooks?,1
" #Republicans love to say it's too early to talk"" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate""",1
"2010: #Conservatives slash #Housing Associations annual capital funding from £3bn a year to £450m (-£25bn over 10yrs)  2018: #TheresaMay announces groundbreaking"" housing initiative of £2bn for the decade (£200m a year)   🏘️#HousingForAll #HousingCrisis #HousingMarket #NHF18 URL",0
 You are on the middle between regular stretcher and a bariatric.,0
   Running away from the truth yet again and using childish language. Provide a competent argument justifying #Brexit even is it’s just to prove that you are not a Russian algorithm designed to disrupt Britain’s society and economy.,0
  Whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than 7th best in the lg,0
 Amir you are doing a great job,0
 Pussy,0
"#GreatestThingsAboutThe90s NOTHING. The treacherous lefty media people made sure Benny Hill was taken off TV and even more treacherous conservatives"" conspired to remove Maggie Thatcher as our leader then almost fatally signed us even deeper into the extremely hostile commie EU""",1
 ANTIFA DEMOCRATS are gonna pay so YUGE in November it will be the final nail in the coffin.  You are FruitCake Trust Funded FakeNews Journalism.,1
#Warriorscoach fundraising for gun control Brady PAC #PACGoldenStateWarriors #SteveKerr #headcoach URL URL,0
 It's been up since Sunday night. He is a sloth.,1
 He is a drunk crazy man.,1
 He is spending your contributions. Vote Ted Cruz!!!!,0
 Speaking of Fates babies. I hate Nina Fates and that she is in Feh. Honestly I don't get bitter about people being added. But she reminds me of a real life experience and it hits close to home,0
   Didn't see him matching with antifa tbh,0
 #NeverAgain We need gun control. It’s enough! Do something ,0
 Clown,1
 I LOVE YOUR WIT!  You are clearly perceptive and very smart - one of the best to play this game - just played too hard like Andy said.,0
 Damaged Kerry’s non existent credibility. Seems a lot of Obama-Vomit Doofuses are coming out of the woodworks,0
          So absurd.  The left has been fielding violent feminists and communists in the form of Antifa to attack the very peaceful transition of power for more than two years.    I wonder if it will ever occur to you that you are the bad guys?  I doubt you have the moral fortitude.,1
 The liberal MSM are the stalkers along with Antifa.   #VoteRedToSaveAmerica,0
 And I meant gun control ! Lol and oops !,0
  Both Labour &amp; Lib Dems are 'Remain' parties. If you want to leave the EU the only option is the Conservatives. Just saying.,0
  With good reason!,0
  Oh she is doing that all by herself,0
      You must be talking about hateful conservatives.,1
 Such a liar. Anything Trump says to Mueller will be deemed a lie because THREE dishonest LIBERALS collude to lie &amp; Mueller will elect to believe them over the truth. Do you really believe Trump OR THE AMERICAN PEOPLE are stupid enough to fall for that? We're not as stupid as you.,1
 Another terrorist brought in by obumer!,1
 I guess people won’t be voting conservatives in the next provincial election 😂,0
 keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,1
  WHY ! DO the gun control people believe legal owners are not following current laws ? You fools. It is about making the citizens of the USA defenseless.,1
 The one thing mr Morrison has achieved is to demonstrate how unsuitable he is to the role.,0
 Gitmo could resolve Holders issues along with all of Obama’s Clowns,1
       is clearly racist and anti senior citizen. How do you allow this? Conservatives will never take you seriously if you don't start being fair.,1
  So do you think she is a Christian?,0
   No that is it the mind set of gangs in chicago where the toughest gun control laws are and it does nothing.,0
 I mean if he is willing to move up for Canelo. Then i want to see him vs a Charlo or Hurd then,0
 Wouldn't it be easier to close the loopholes that allow guns to get into the wrong hands?  This article by Duke's Center for Children and Families provides a good overview on the subject.  URL,0
 Liberals heads are exploding. It’s so fun to watch them melt down.,0
‘WHOA-BAMA!’ Dismayed Michelle Obama fans suffer sticker shock over price of book tour tickets URL #sitroom #TheLead #outfront #AC360 #NPR #PBSnews #PBSnewshour #tcot #tlot #maga #nyc #boston #baltimore #cleveland #chicago #milwaukee #denver #philadelphia #la,0
   You are as cheap as cheap she is...Try with Bible and Quran if you really have guts,1
"    Also cancel school debt"" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us ""elitists"". Who is going to pay for technical/trade schools 4 those who are not ""book smart""?  Crazy!""",1
No my family aren't MAGA they just don't care. They're apart of the populace who get distracted by pop culture completely. They have zero idea what is going on in the world until I tell them &amp; even then they don't care. I'm a lion amongst lambs. URL,1
Ms Fords has made a #MAGA mistake! How will she escape the truth which is going to be that her useless lie will not stop US from #ConfirmJudgeKavanaugh #MondayMotivaton #MAGA #WWG1WGA #WalkAway #WalkAwayFromDemocrats2018 URL,1
 “Let’s just say she is the most selfish writer I’ve ever come to know.”,1
 What??? She is cute but she doesn't look like me at all,0
 You are a cheater casey!,1
  Now Comes The Pain...............  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA URL,1
 Wow...  She is destroying the life of a guy. She has filed a case. Her father ia going to court and she has not get any summons.  If she had already stretched this. Seems like she has done something wrong.  Police shld take the matter forward.  Whoever is guilty shld b punished.,1
 U nasty bitch,1
  Harrison Ford is NOT using renewable energy to power his home. He is using the same power plant the rest of the neighborhood is using. And that power plant is releasing toxins up into the air.,0
  She is a keeper...,0
 Great news! Old moonbeam Just went into a coma! 😂,0
 Cool!,0
  It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better.,1
"     At least we have brains to fall out"" in the first place; unlike conservatives who believe everything their handlers feed them.""",1
Twitter CEO says conservatives ‘feel silenced’ at his heavily liberal company. I wonder why? Maybe because they are. We are given examples everyday on here that pretty much anything goes if you’re a liberal and not so much if your a conservative . #MAGA URL,0
   Because she is more intelligent than you are.,0
 If you move ahead with Kavanaugh's nominatin without more information you are committing an ethical and legal violation.U violated the constitution with Merrick Garland &amp; now this horrible candidate who says precedent can be overturned. Wait for more info &amp; be sure,1
                     You are too modest 😜,0
     Liberals Don't Appreciate Your Sarcasm. They Thought You Were On Their Side.,0
 God help us all,0
 How much money has the conservatives promised for housing over the last ten years ? and how many houses have actually been built. There promises don’t add up.,0
 i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.,1
 EVERYONE? Wow. That must have been an *exhaustive* research project. URL,0
  Hillary hasn’t ever left the convo of any Trump lover. She is their answer to the exposé of every despicable Trump lie they swallow.,0
 Hogg doesn't  have a clue about life .,0
"#MAGA great thing about hurricane Florence: did not have to hear the bionic woman with the amazing memory"" talk about a party 3 million years ago URL",0
 She is a biggest Thing she as fail everywhere else,1
  Target environment keeps getting richer.,0
 Go away my child. You are so boring that you can't even entertain a doubt.💩💩🐷🐷,1
 This is the realest (and tealest) shit ever. Eric da gawd,1
" Better Call Cruz"" is as slimy a piece of the perverted former GOP and a prime example of why those used to be decent Republican Conservatives  need to  VOTE For BETO""",1
 May as well ignore her since all we are doing is giving her the attention she so craves.  She was such an adorable child..... but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine fecal posts.,1
#ExpectUs to work our asses off for #GunSenseCandidates!   #GOTV  #ThrowThemOut  URL,1
 Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut,1
  you are totally disgraceful with you name calling....disgusting,1
  she is a zombie.,1
 As usual the poll was the outlier of all polls asking the same questions.   Lol,0
  Please clarify what subsection you are referring to.,0
 Isn’t it time for the BBC to be asking some probing questions of the leader of the Scottish Conservatives..it’s in the public interest,0
 she is uncultured,1
 She is.  Ur screwed.  Trump owns scotus and he will exact a wrath upon enemies after the midterms,1
             Good evening Brenda ...I hardly see you ..hope all is well with you &amp; everyone ...🙌,0
   Yes he is,0
  Says the one who has one follower and following two.  I stand by my original text.  Demoncraps = COMMUNIST    #EXPOSETHEDEEPSTATE #enemiesofthestate #militarytribunals #MAGA #TRUMP #WalkAway #Q   ,0
 I couldn’t agree more us conservatives need to take our country back. #MAGA,0
  He is a show boat with nothing to show for it.,0
  I don't know who she is 💀💀💀,0
 And these are the *people pushing for gun control 😒,1
 And what about  s accuser? Or  s accuserS? Or do you only believe those that accuse conservatives? Just another elitist Hollywood #hypocrite,0
 It means HE is still Superman.,0
 Buy one URL,0
 NO BITCH I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO BITCH THIS IS FUN,1
  Leaders must do much more on gun control overall.  Protect our young people.,0
 sometimes you get what ya ask for,0
 An idiot.  Where the fuck do they get these people?,1
  We already have gun control.  Who would have thought that criminals wouldn't follow the law?  Let's make more laws telling them not to break THOSE laws!,0
 I bet he is 😕,0
 Nah Antifa are good to get killed,1
 I feel you dude it Fucking sucks,1
"  Billionaires making donations to Democrats don't help advance any left wing causes, they simply cause Democrats to act in the interest of billionaires, just like Republicans, regardless of the absurd conspiracy theories Alex Jones and PJW tell liberals"" like you.""",0
 help! I already have a verify account but when I try to use it it wants further details (passport) which I don’t have with me. So I phone instead and after two minutes of pointless messages it tells me you are busy and hang up!!! What rubbish service.,1
 The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!,1
    Totally not the way Antifa works.,0
"Can we pass a new law, if your sexually assaulted"" you have one year to come forward or you shut up. All the ""brave"" Larry nassar victims 2 to 20 years to report. Now this democratic #fakenews women. It's fake and we need protection. #MAGA #Trump #WWG1WGA #Qanon #Kavanaugh""",0
  Google has evolved into something that belongs out of Stalinist Russia.   The Goolag needs to be decommissioned.,0
 we're buying a couple puzzle toys and looking at classes for him rn! but i think he is becoming a teenage monster.,1
 Then I'm as crazy as you are cause I believe the same outcome will happen this Sunday 49ers 27 KC 17 Niners baby👍👊,1
  You are the In educated twat! That speed crap and can’t read obviously🤒!,1
  Even the parody antifa page couldn't  deal with this shit,1
  USA Antifa are connecting with the Philippine's CPP-NPA and vice versa. President Duterte should be informed about this!,0
  I’d love to see an Alan Moore takedown of EVS.   Only issue is I am 100% certain Alan Moore doesn’t know who he is.,0
                     Another great train  Picked up some new Patriots. Thank you for including me.,0
  I hate 7 year old faggot Logan fans like you,1
 Grew up listening to K.I.D.S shit breaks my heart RIP,1
 hey Samsung on your website you declined me. 2 times for credit I can afford your phone without your ass this is my second one maybe next time even though I hate iPhone I'll buy iPhone so screw you,1
California - Creepy Fake Uber Driver Tries to Follow Woman Into Her Home    #MAGA #KAG #California #FakeUberDriver #BodyWrapRestraint #CrimeNews  URL,1
 On no not roaming charges! Good charge all these foreign fuckers when they come here!,1
      They can’t. His a sheep. Just follow along with fake news and put everyone who can think for themselves as KKK. Antifa wannabes,1
  I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers. I grew up in those times. I was against the war but knew Fonda had gone too far and was wrong. I supported those who burned their draft cards AND those who served.,1
 Another typical liberal who espouses  gun control but uses hate and bullying.,1
"   Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""  C'mon are you chicken?""",1
   She is really talking nonsense.. can she talk like this for Bible and Quran?,1
  Liberals don’t believe in facts just feelings,0
So I’m at the store and a dude walked in wit a MAGA shirt on (smh ) dog I was mean muggin the fuck outta dude so much that he left his broad in the store.🤷🏽‍♂️😆😆😆,1
"     Christian conservatives don't have an orange god"".  Neither black, white, green, pink, or any other color.   His name is YAHWEH!!!""",0
 As if Conservatives didn't hate Sesame St enough,1
 He is gay. He’s a sick pervert he gets on my nerves,1
  See as he thick. A bad bitch.,1
 poor triggered snowflake. #MAGA,1
 That's not Southern California.  It is considered Central California. Great how our gun control laws work here isn't it?,0
 Fuk this fat cock sucker,1
 Excommunicate the guy. That’ll teach ‘Em.,1
 fake ass emoji,0
 Me estoy fucking alterando,1
Maybe in 2020 (if Trump is still around) the Democratic challenger will invite all the women Trump has threatened or raped to the debates. #Fear #BobWoodward #TheResistance #MAGAts #MAGA URL,1
  Are you bipolar? You keep saying different shit to people commenting on what u said,1
" I read this as If you are a straight white male forget about being partnered.""""",0
 God save us from that catastrophe,0
 I hope he traded this winter as he is the worst defensive catcher I’ve ever seen itsnot even funny anymore as 14 passed balls in only 71 games? Wow.... that’s nuts,0
 I’m 1001 you ass,1
"   Yeah! Liberals are all Look at me! I'm a victim just because a man held me down, covered my mouth and tried to rip my clothes off to rape me. Boo hoo. And his friend turned up the music too loud to cover up my screams and it hurt my widdle ears""  Get over it already, amiright?""",1
 ABSOLUTELY FALSE. WE ALL KNOW CP24 IS WITH LIBERALS. REMEMBER DOUG FORD IS TRYING TO SAVE TAX PAYERS’MONEY,0
   Please stop calling the losers “Elite”,1
 Happy birthday sweetie!!! Hope your day is as awesome as you are!!!,0
 Who would buy a book written by such a total classless Porn star! I’ll tell you who Democrats and liberals,1
. the Kavanaugh accuser issue makes it evident the dbl standards the Dems use to discredit conservatives.  Please release and make public ALL the names of those who used the congressional sexual harassment fund. Let all the their accusers come forward... URL,0
 What the fuck? You don’t care about your friend? You are not a real friend then 🤦🏽‍♂️ he not losing anyone special then cuz you can’t even be a real friend and that’s sad,1
" The perpetrator is responsible for his own actions but you are ignoring that Maxine Waters &amp; others are inciting violence.  Do consider she said that they should not be able to eat, shop or do anything in peace""... how would one survive without being able to trade?""",0
 ...and we’re still not listening—all I hear is mumbojumbo.,0
  I just don’t get it . At least bring him in talk to him work him out feel him out what could the harm be you might just be surprised and sign him if he is what you think he is then don’t it’s just being smart,0
 Didn’t break rules. Had permission. A liar.,0
 He IS Mark Twain in my eyes. Love him.,0
 Animal is the operative word !,0
 It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.,1
 Go home has been,0
 I do not support Trump. He is an abomination!,1
    Eddie you are the king of L’s. You need to learn how to get W’s. Mike and I consistently get W’s which is something that you can’t ever get.,0
 Ever see when someone Is stuck in quicksand and gets the brilliant idea to reach down and pull their feet out... = ESPN,0
 This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.,1
 If he is lucky,0
 You are though,0
     not the point ~although it is  a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1
  Mmm you are so hot,1
  Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!,1
 Go away,1
 you are so sweet! thank you for spreading love into her tml 💖,0
 Oh I love this so much and had no idea your daughter and family had been through the struggle of childhood leukemia. So happy to hear she is a healthy strong college athlete! Much love to you and yours... ❤️💪🏻❤️,0
  Don’t you know?  Trump runs everything himself. He is hands on. Except when he’s not then he has never met that guy but has heard he’s very bad.,0
 please draw stupid sexy nezha and nidus over the shoulder or something.,1
  That’s your answer “shut the fuck up”. You should join ANTIFA with all the other loudmouth punks.,1
  Dude... listen to yourself... igl is so much mure than just calling.. all the prepwork and everything.. yeah so niko called in one game or in one map... it’s like MIBR with cold n fallen... he is such an important player for this roster. 4 superstars and the team works. #KARRIGAN,0
    Bribery is giving something to someone. Like the NRA giving republicans money that came from Russians for ignoring gun control that 3/4 of Americans want. No one is saying their giving you anything. It’s time you represent the majority of the people of Maine. U don’t ,0
    He forgot to tell you that during slavery the Democrats were conservatives,0
   i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control. so this seems odd...?,1
 This MAGA would spend more than you &amp; your homies together....Now stop ya whining...,1
 Doesn’t “myth” mean something that isn’t true? 🤔... hmmmm .. hollyweird liberals should stick to make believe world.. #dummies 👇 URL,0
    Kick the absolute shite out of the car.,1
 AA Mr. Bean should crawl back under his rock.,1
 GOOBER,0
 Gutiérrez you are a joke dress as an full,0
 log doesnt give a shit i bet he eats nachos in the middle of the night in his underwear,1
  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.,1
                                                 Now do Black Lives Matter. And Antifa.,0
 God help us all if she is,0
 After hisself is committed somewhere.,0
    Shitting yourself more like.,1
 Antifa simply wants us to kill them. By the way. Most of us carry a back up. And a knife,1
   Of course Swalwell and pencil neck will probably go into hiding like all liberals do when their BUSTED....  Melt down liberal left...love watching it,0
#DougFord again using #Trump-style authoritarian tactics: •Discredit the media. •Repeatedly spread lies. •Build a false reality for your followers.  These are smart people. The conservatives know what they're doing. This is a planned strategy to weaken democracy. #ONpoli URL,1
 no shhhh he is proud of u,0
Just #MAGA URL,0
  yeah keep mocking her right into a yes vote,1
 Happy Birthday Mrs Aggers - hope you are having a great day URL,0
 Children  should be seen and not heard!!!,0
   Sanchez sucks. He is killing this Team IMO.,1
   Trump call them very find people so lets talk about groups like Antifa and black life matter people that has form to fight hate groups y’all would like to apply some type of moral equivalency to hate groups and them just like ICE was form to stop illegal immigrants we luv them,1
" My favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to Keith Ellison. Also I'm a Buddhist who's skeptical, thanks for adding to the all conservatives are Christian"" stereotype.""",1
 Containers of Hurricane Donations Found Rotting in Puerto Rico Parking Lot URL,0
 Fake polls.,0
 You are going to become of KOD just like the famous ,0
 I’m black and what you are telling me is that I can be in my own dwelling and you can just walk in and kill me. NO THAT’S NOT IT.  LET’S RUN A SMEAR CAMPAIGN EVEN THOUGH I’M THE VICTIM. This RAGE I feel has to be settled down with LOVE but I will be at the next rally. I PROMISE.,0
 Not quite accurate.  True conservatives dislike Trump.  It’s everybody who’s not a Liberal or Conservative that is displeased with her.,0
" Scary movies are terrible, I get jumpy and end up crying when something pops up.""  She didn't mind going out, if that is what he wants to do she is completely okay with it. Maybe a night out would be good for them.  ""I am a pro ice cream eater. I used to eat it daily.""""",0
Anyone surprised?   #CloserNation  #MAGA #QAnon URL,1
  My old ass was here URL,1
 He is starting to tweet nonsense like Mango Mussolini,1
  Sorry to say but you are ignorant and should not tweet something without some research. Some of the ones that were arrested were seniors. They are all people that care enough about what is happening to go out to have their voices heard.,1
 I am definitely for antifa members getting themselves killed.,1
 Breitbart must be hacked! Your headline says it all.,1
 Good idea. They need to protect our borders more than they need to be overseas.,0
 I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,1
  You know it's a good tyr impression when there's a fat typo in it,0
 UR SO FUCKIDNG PRETTY PERHAPS I SHED TEARS URL,1
  Thank You🙏Followed You🍎 #Maga  💯🇺🇸🇺🇸🇺🇸 URL,0
" She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",1
  Maybe he can help the liberals with TDS.,0
" This is a good example of why we can't ban the AR-15. Someone could've used gun control"" on those pussies.""",0
 Yes Melania is wearing her I DON'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS. HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW. We did a marvelous job in PR many went without electricity for 6 months but it's cool.,0
           AHHHHHHH yes!!!! It's Amish Brother and Antifa Warrior Jaquonadiah. Thank you for clearing that up,0
 Every one is on these social media platforms arguing about who is racist and who isn't while the powers that be manipulate it to push their agendas and gain power.  And shit.  I know exactly what ur saying im pretty liberal guy and i can't stand the racism discussions.,1
 HELLO SOMEBODY NEED HYUKJAE NOW SHE IS IN DANGER BY WATCHING YOUR FANCAMS,0
 Foolish to think that,0
 man I woulda just started hitting the wall with that shit.  It ain't nothing by dry wall and some wood beams.  I'm getting through that door if I'm him.,1
  Then we'll be talking about gun control! 😉,0
 nothing was happening behind closed doors because in the end she left him and MONTHS later he overdosed. none of ariana’s business. she is NOT responsible for him,0
  If they don’t want to accept the results of the election they are welcome to leave the country.  It would make me so happy.  All their fear mongering with not interrupt us from enjoying the most widespread posterity in the nation’s history.,1
 just censored the  #Qanon merchandise. Really Zazzle? Meanwhile communism and Antifa merch are allowed on your site. The constitution of the USA means nothing to you? Well done.  time to take our merch elsewhere. #WWG1WGA URL,1
"    This is great! Mark The Great One"" Levin and Candace ""The Great"" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!""",1
 Liberals and third worlders to thank for it.,0
 He was the victim.  Now let’s hear about her blood test since she is the perpetrator.  What shape was she in?,0
  Liberals  wouldn’t know the first thing about “doing the right thing” 🤣🤣🤣🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,0
 Political hit job. What a slap in the face to all the women that were really abused. You liberals know this is a hit. Your leader  told you to lie and do whatever you have to do to regain power. Pathetic,1
 THINK PROBELY I THINK SHE IS GETTING SOMETHING OUT OF IT ..MAYBE MONEY,0
" Yes! The good old days when conservatives got pushed around and bullied by democrats who never gave an inch. The good old days when all conservatives could do was feign outrage and promise to go get them the next time. Yeah, that's what we need. That's the healthy"" libs love!""",1
 Exactly this Anna! She is full of it.,0
". Maybe Kavanaugh should withdraw, spare country tinderbox"" hearing #TTT URL What are you afraid of  ?  He is going to be on the court and the GOP is going to expand their majorities.  You are pissing on a red ant hill""",1
