text,label
  So we should cater to Collins and Murkowski and only do what they approve. Abandon what conservatives want and then expect them to vote for you anyways. That is insanity.,0
    Q said to expand our thinking. This is what I came up with. I hope I put it in a graphic people can understand. #QAnon #GreatAwakening #PatriotsFight #WeThePeople #UnitedWeStand #KAG #MAGA #WakeUp #WalkAway #RedOctober URL,0
 Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public. URL,0
  So let me get this straight they want us to hold off on the confirmation hearing for what? Polygraph is inadmissible. All to hear he said she said? Ford signs paper in trump case against illegal separations? And Cavanagh has just about every woman stating he is honorable. Vote ye,1
 do u have yuzusft face mod? i want it but i cant dl :o,0
  And most Hillary supporters are racist liberals.,1
  Nothing was stolen. Crybaby liberals didn’t get what they wanted so they’ve been throwing temper tantrums for 2 years.,0
"   I hear the words well, but I have no faith"" - As far as I know, she is a co-founder of a right-wing Islamic youth association, whose policy can certainly be regarded as a forerunner of islamic-extremism.  Dear Mr. Grenell,  let us hope that you are right in your assessment!""",0
  It’s up to the Pres he has all the facts,0
 Not manly enough for the guy hiding behind a fake name and profile pic. Are we betas or violent AntiFa thugs? You guys can't seem to make up your minds.,0
  A security specialist deflected TO the Conservatives? I don't know how to take this.,0
 Oh shit this will trigger some bigots,0
 I'll lock yo sorry ass down 🤗,1
 Many liberals are. Male and female! Lol 😆,0
A new bill aims to send masked Antifa activists to jail for 15 years  URL,0
. will serve the interests of Washington Liberals like  and   will represent conservative Kentucky values. #TooLiberalForNKY URL,0
 Untrue! &amp You are valuable.,0
" Actually, it was Hitler who patterned his style after the Democrats in America,  Hey! That's what we should do"" and he did.""",0
   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.,1
  What new gun control laws would you like to see passed and what would they accomplish?,0
 It's a red zone with no TDs.,0
"... a bunch of self-aggrandizing liberals in fancy dresses mocking Trump.” Except for the fancy dresses, sounds a lot like the Dems who are trying to lynch Kavanaugh... #politics #MeTooWitchhunt URL",1
And the Bull$hit just keep coming. So we're expected to just accept these allegations for their face value. The left swamp plot thickens. We need to out the offenders once and for all. #ConfirmKavanaugh #MAGA URL,1
 If you showed the videos of the immoral and wrong rioting of Antifa scumbags to them they would be disgusted. Show them this tweet of yours and moreso too.,0
#WillieNelson laughs at conservatives on #TheView for suddenly being outraged by his support of #Democrats URL,0
.Drew your cat gorl while at work and while you are streaming :D   URL,0
 Look at this chill as fuck bearded dragon URL,0
 Woooow Trump voters are getting really crazy MAGA !,1
  Trump is maga,1
  Tomorrow night you get dropped   will make sure he is not robbed again  you fraud,1
   Top 15!? Yes he is??,0
 A whole meta joke here would be my original tweet fuckin up the calculations.,0
 As he said in exchange for a 14 day jail sentence and that's the max both sides could get.,0
  More FAKE NEWS grandstanding,0
   oh yeah Terry Porters 40 second PI Call (OSU alumn)... naw im over it... Your coach and his scumbag history... If you know anything about his history with Aaron Hernandez you would know what kind of scumbag he is... but OSU is a shithole so the story goes on.. URL,1
  With tons of security that he wants us to NOT HAVE! It blows my mind how many gun control ppl have bodyguards With the guns we R not suppose to have !,0
 Once again as Lt Governor of CALIFORNIA you are concentrating on another country. How about focusing on California constituents and fix the ever increasing taxes and regulations  This will double our electricity bill rates!  URL,0
 Criminals are running scared!,0
" Well, there's that one idiot you keep thinking will show up in your mirror every sundown when you rise again to walk the night in search of carnage to fill the emptiness where your heart &amp soul used to be. Altho, now ya mention it, lots of other conservatives"" come to mind too.""",1
                A better question:  what do American voters need to do to defeat Antifa &amp their Democrat sponsors?,0
#torylies #PeoplesVote  #StopBrexit    False news URL,0
     What so democraps can do this to someone else? It's nothing but a smear campaign. Liberals just aren't honest enough to admit it.,0
 She is no doubt the greatest female athlete but a sore loser imo,1
A little appreciation post for my bestie because she’s a bad bitch and I’m thankful for her💗  URL,1
  Leona will START something Big to come...LIBERALS sit in terror in  House of Commons...BETTER NOT CRITICIZE THE GROPER!!!,0
#liberals generally don’t think the rules apply to them. #Hipster sped walked in front of me to get into the 15 items or less line. He had nearly 30. I had to suffer behind his patchouly oil and things growing out of his beard. His #EBT card was declined.,0
  It's Bull Shit. We all know.,1
 I am not running off so to speak. It’s just how it works. You are all healed. My job is done. It is the way of our world. They are expecting me back. ~ sighs and takes a deep breath before straightening out the non existent wrinkle in my shirt~,0
 I love my penis and want to keep it. Would rather smoke a joint.,0
  I voted liberal for the first time on account of harper...I am satisfied with the liberals,0
  she is a dog with fleas.,1
    WOW SAMI YOU ARE KILLING IT,0
    Antifa? Fighting neo-Nazis to oppose fascism is the same as neo-Nazis running over people with cars? This is pointless. Enough.,0
 How about Sessions indict him and his cohorts for Operation Fast and Furious,0
 You are a coward and really have no right to be AG. You are a disappointment. Your days are numbered and so his your party.,1
" There are deals on Mexico EU trade and other trade deals.  We don't need or want a gun control deal or a Climate"" deal""",0
  Clearly this amazing little girl has the ability to put herself in other's shoes. She shows empathy which some children do more than others. She is able to distinguish right from wrong no matter who puts her to shame or tries to bully her to conform. She is a hero,0
(Not th@   taking a knee has anything 2do w/military but)most #Conservatives hate him far more than they care about #vaterans smh #TrumpsAmerica,0
 He tihnks he is telling the big lie.,0
#disgusted her constituents voted liberal #LeonaAlleslev #fuck off URL,0
 I heard they actually are gonna cgi an Antifa flag Now. You know. For accuracy,0
" Yes, watching an elitist prima donna toss a tantrum on the court when she is called out &amp penalized for ('cheating') getting coaching is pretty entertaining! HER COACH EVEN ADMITTED, I WAS COACHING HER."" Now, back to our regularly scheduled sanity, rule of law &amp accountability!""",0
" Tough crap Mazie! There should be a Me Too"" for men with false accusations against them as well as those hurt by Democrat lies, false accusations, biased government agencies, biased media sensationalism and Antifa bullies etc......""",1
 Like Antifa?,0
"  It says he is a Political revolutionary for hire"" but I'm not seeing anything revolutionary in his think. Maybe he meant revolting.""",0
"    Um, no? Saying that Labour is the party of hatred"" implies they are the most hateful party, and therefore The Conservatives are less hateful.  Whilst the claim about the Tories can be disputed, it's not whataboutery.""",1
   🇺🇸 BECAUSE THey think Sen Collins is A STUPID COWARD   &ampall they have to do is Bullie   SenCollins  This is what🇺🇸Conservatives Have lives with For 9️⃣yrs now   Please Vote For Kavanaugh  LetGod Take Care Of the Rest,1
   It is interesting that you are more aware of the political system than ,0
  It makes my skin crawl just looking at this woman - Theresa May is a liability to our nation and  and must be removed ASAP,1
  That’s a real shocker! {sarcasm},0
 Oh he is compromised 1000%. An outspoken critic of trump now is trumps water boy. Either trump got info via private eye or Putin’s got the goods.,0
 Antifa Zeckenbiss by the way? #Hetzjagd,0
 For sure... i have been laughing of them a longt time. 🤣   ,0
 Go figure,0
  Maybe she is lying? Why is she not responding,0
        Fair point - let me restate: (many) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary.,0
 She is getting big lol,0
  Took the words out of my mouth. He is just horrible.,1
". . .If you actually d i d expose that, I'd be questioning you.""  She's shifting a little, exhaling rather shakily. She is tempted to shush him.  (How cheeky). URL",0
 He can suck it.,1
  How do you decide truth with accusation from incident 35 years ago? The big lie! He has been confirmed multiple times and no accusations. This is the liberal MO. Conservatives not falling for it again!!!!!!,0
  Thoughts and prayers don't work. We need sensible gun control legislation.,0
 Thanks for the follow! The days of cybersecurity brand reputation marketing have just begun. And you are now a part of it!,0
     He had 1 offer since june! The shitty browns that's it!! Stop thinking he is still good you are living in the past,1
 Yes everyone does but he is in the best position and missing all over the place,0
" Yes! The good old days when conservatives got pushed around and bullied by democrats who never gave an inch. The good old days when all conservatives could do was feign outrage and promise to go get them the next time. Yeah, that's what we need. That's the healthy"" libs love!""",1
   The  is an increasingly Leftist newspaper which might explain the use of weaponised language such as ‘white supremacist’ to refer to moderate conservatives.,0
 Friend ordered 100 pair of Levi’s and then called to cancel! Over Gun control! Wow getting wild!,0
  #DUMMYDONNIEJR 🤦🏻‍♀️🤥🤡🤷🏻‍♀️  THIS IS FROM 2008 IDIOT 🤣😂😅.  The apple doesn’t fall to far from the tree when it comes to lying 🤥.   The American people have had #EnoughIsEnough of #LIARINCHIEF and you are actually an embarrassment as well like your daddy 🍄🍄,1
 Gun Control means using both hands. And in this case means acquiring the correct target. You can’t fix stupid.,0
He can shout out to me any time he wishes.... #MAGA Thank you sir!  URL,0
    Do the trade,0
 You are battling with what you feel,0
  best lead  &amp  most underrated,0
 I am a big time Conservative and staunch believer in our constitution. I am also a supporter of you. What myself and many conservatives are starting to feel is that Republicans in the senate do NOT have the stomach to fight for us and against the left. Too soft.,0
     Except those whole emails the prove what yer sayin is wrong.  Hannity is paid 30 million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare. Gotta say the stupidity is entertaining. #maga,1
 I can't believe he is still on the radio.,0
 he is doing it to everyone he don’t like,0
 He's  been  leading  the  Trump  opposition  since day  òne.,0
 Holder should've been removed and jailed years ago.,1
 Yes yes Antifa is anti-fascist but celebrate openly when their political opponents are killed. Whatever you guys say.,0
 Another liberal Democrat promising checks he cant cash,0
  Is now a good time to talk about mental illness and gun control? Asking for a very concerned friend.,0
  If the banks fall then peoples money falls too,0
       Gun control is racist. URL,1
   A useful idiot. No longer need him. Their to busy to be bothered with gun control now. Busy trying figure out how to sway an election in their favor. Not gunna happen 😂🇺🇸💪,1
 Or Christian conservatives could man up and do whatever it takes to win.,0
  But it’s so cute when conservatives try to do economy /,0
 You are right. Victoria is on the reverse...😱,0
" My thoughts and prayers are with the families.  Random mass shootings, which plague our nation, are not normal and we as a country can't allow them to be normalized,"" Craley said"",   The truth is these mass shootings are becoming too ""normal"".  Gun control would certainly help.""",1
"Texas Sen. Cruz Thanks PETA for Its Tofu Push Working in His Favor""  URL #TCOT #MAGA #RedNationRising""",0
 ...the kind of repulsive projections usually reflect back on the source be careful in what one deems appropriate for others lest it is applied equally to oneself...,0
#DougFord again using #Trump-style authoritarian tactics: •Discredit the media. •Repeatedly spread lies. •Build a false reality for your followers.  These are smart people. The conservatives know what they're doing. This is a planned strategy to weaken democracy. #ONpoli URL,1
   No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,1
  He is URL,0
"  Just remember it took Mark Felt 30 years before he would admit he was Deep throat"". These denials r meaningless""",0
 we're buying a couple puzzle toys and looking at classes for him rn! but i think he is becoming a teenage monster.,1
 JFC!! We need gun control NOW.,0
 Holder is unhinged !! Brainwashed,0
  Who cares.,0
100% correct URL,0
 Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity.  You fink your some kind of entity but your all a bunch of scared antifa PUSSIES wiv no muscle to see anyone you try to bully. Even that is pathetic.,1
 Cant wait for 2020!!.. URL,0
  Basically me and my liberals friends want to decide what's right for the rest of you.,0
 Liberals never follow through on promises. We’ve heard it all before. Coward.,1
 He is going to win!,0
" Fighting for the oppressed""? Puleeeze""",0
" She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",1
 You are INNOCENT until proven otherwise! I would say most definitely SHE needs to PROVE her story is true,0
 He is a troll.  Not open to facts,1
 That's a lie...your antifa lefties are nothing but violent. This teacher spent a lot of time planning this attack on an honorable man with zero evidence. No reason at all to hold up kavanaugh! Another crazy liberal hit job!!,1
 7 $ million buyout. Losers.,1
After all my years of complaining im finally getting my bitch ass wisdom teeth out so I can stop fucking crying,0
   Clearly you are right about flaws but why are there DOO trains on this route and RMT are striking on SWR where there are guards — they have obviously agreed to the DOO principle so cannot understand the striking,0
 we’re defo living in the last days,0
Adam Schiff saying he is FOR releasing FISA info URL Just another in a long list of bureaucratic hacks that need to be purged from DC!  please keep doing what your doing to expose these frauds and hypocrites!! #MAGA #KAG2020  #QAnon  #WINNING #WWG1WGA URL,1
 yesterday this happen here😳 So much for gun control when you can't prevent a 2nd grader from bringing a gun to school huh😏 URL,0
  The official unemployed numbers are a joke. There are millions of Americans who lost their jobs and career to H-1b.  Their unemployment benefits ran out years ago. Give them their jobs back. End H-1B now.,1
  This is true. But man there are many in the comments thinking he is done still even under the video.,0
 ... Jim Carrey’s LA mansion. Plus a $13 million penthouse in New York. URL,0
 You have to preorder dear she is a preorder bonus in the game,0
  If he is cutting it... no man bun man..,0
 Googlers are weird fear mongers #MAGA,0
 Fuck you dope.  Not a Fox watcher.  Independent voter that will never vote left.  Your Party is dangerous.,1
 Because...color is all it's about? Really? Think about it. That's as goofy as saying blondes only think like blondes or that 6 ft 4 people only think like 6 ft 4 people. Should black Americans stand for her manipulations? No more than if Trump said lets talk w whites only. Never!,0
   Or maybe they want to appear unbias so they can continue to give cover to their antifa buddies when they cover them.,0
 Got to love Susan Sarandron's response.....,0
   Old pic. Trump is not monitoring anything related to the Hurricane.  Pretty sure he is shitting his pants right about now,1
     LOL at peaceful protest. Should i give you the full list?  Over 500 incidents Antifa attacked Trump supporters and none of Trump supporters attack Hillary supporters.,0
   That is because she is a good Christian and her husbands attackers are misguided.,0
 Eric holder is Obama's straw man of corruption,1
  Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience,1
 No doubt she is proud of her daughter from Heaven! So sorry for your loss (at such a young age) How difficult it must have been &amp I imagine to a certain degree still must be...She sounds as a truly wonderful person. You are her legacy!,0
 Conceal and carry is your best friend.,0
 I wasn’t calling you out... i was genuinely surprised like live legit made a mode that you are loving and i love to see that... it wasn’t anything more than that. I apologize if you took it another way,0
Pigeon Girl can also send pigeons to poop on all MAGA hats.,1
"4/5 Despite dissent within   declared “All Canadians are aware of the need for changes to Canada’s gun control system. This government is committed to the reduction of crime, and effective gun control measures are an important part of Canada’s criminal law. URL",0
  Says the bitch ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt to ask fuck off my twitter weak ass nigga,1
  Is it an act that DOJ employees are stalking Trump appointees and hitting them with staged protests? Is Maxine Waters part of the plan? Antifa? AG Sessions is not a part of any Plan. He's Stonewalling and protecting the status quo.,0
  Funny how liberals dig up ex lovers or fakes when a strong conservative conadidate that will be paced....at this point they have ZERO credibility. ZERO!,0
    where did you get that Kavanaugh doesn't want an investigation?   CNN?,0
 She is incredibly stupid and perhaps the reason why she was chosen to ‘entropy‘ the trade talks. Trudeau will destroy everything of reason in Canada. Would you allow a terrorist destroy Canada? Then why have Trudeau?,1
  What about the game clincher. He beat the receiver by 5 yards yet the ball was long by 4 yards. Game was over if that catch happpen. He gives us another dimension. He is a problem when we align 4 receivers and audible to a run.,0
HOUSEHOLD NET WORTH: $107 TRILLION   URL   #MAGA,0
  She is a horrible at her job...maybe that's why her career is dying...,1
5 Things You Are NOT Doing But Should Be Doing For Your Blog To Succeed - Did You Think About #3? URL URL,0
 This lies how she got the key ! Why she don’t admit she was in date or maybe had NSA with ? she is married ? What is true story ! BS ! Ok we all respct police officer but her story and excuse full of shit ! Please post her photo ! Let see how fat she is !,1
 you're a jerk. Attacking julie for standing by her husband. You're just like all the other liberals want to ruin peoples lives. How about you not bash people until he is found guilty... bet your client just wants MONEY!!!,1
"     *sigh*  You are not an intelligent person.  I am highlighting the variance in the use of far-right"" and ""far-left"". That is all I am doing. Anything else you now fail to understand is your own fault.""",0
   Don’t get on here saying that type of dumb shit,1
                                                  Stop with your nonsense. You are a block. You are STUPID!,1
" eric, his brother, his sister and daddy.... among a lot of other crimes.. stole money from their charity"" aka personal piggy bank and are being investigated... but here he is acting so ""dope"".. but he's nothing but a tool""",0
 Give him the Oscar!!,0
     Private companies don't give a toss about anything but profit. It's in their terms. They have no choice. It's what bizzniss is.  The trouble comes when Randian deludes out for a directorship decide to ignore everyone else in the country and create an artificial market for health.,0
  He is sick. Very disturbed. And that comment proves it!,1
                      Deplorables beware..some lights might be turned off..like streetlights,0
 As if a liberal beta male could engage in sex with a straight female.,1
 Is that how easily you are offended? Interesting... Good night sister. Hope someone brings a great twitter experience your way too.,0
 Well you are picking the wrong ones,0
A Madison resident who has posted a series of Anti-President Trump signs outside his or her home is at it again with another negative sign. URL,0
 Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,1
 Brexit &amp conservatives as well that 🙄,0
 It is true. The Sullivan Act innNew Yourk was enacted SPECIFICALLY to disarm ethnic minorities. They fkat out said that was the purpose when it was enacted. Gun control in New York City is based on that law to this very day. Gun control doesn’t disarm the privileged. Not at all.,0
#MorningJoe  Liberals and their selective outrage. URL,0
 #Liberals are muck rakers. They have NO platform to run on. NONE! Culling vulnerable people from the late decades... of the last century... of the previous millennium... shows how desperate they are to be heard. Now they’re loitering around high schools looking for rumors. Sad!,1
   #ShareTheLove  you are my top influencers this week,0
" England averages 26 gun murders per year. It is hilarious that you imply gun control doesnt work in the UK. This must be what Trump call Fake News"".""",0
 Lol same. Mom: why don’t you do art of real people? Me: he is a real people.,0
 Well sure she would lend her support to the lying heifer making the false accusations. She has no more intelligence than the rest of the liberals acting out sombody!,1
"     2) That's even an ANTIFA motto, By any means necessary""""",0
  Because Liberals are insane and btw had this been a Democrat nominee and the accuser was a female conservative she would not be heard. Heck look at Keith Ellison's accuser who has proof. They've turned their back on her and she's a democrat! Why is the  not helping her?,0
 Why cause you are unwilling to look at the science?  URL,0
   Yes he is an excellent chairperson,0
"4/ Even before that, in 2015, Britain's most senior Foreign Office official that the Conservatives' prosperity agenda"" was now more high up the list of priorities than human rights URL URL",0
 Burt was awesome.,0
 already my ass i had so many fucking shots tonight,0
  Yep. Sure do. And he's been proving it on a daily basis. #MAGA,1
  🤷🏾‍♂️ if he is gay oh well 😂😂 he be havin mfs HOT! Lol I like how he plays,0
 This is disgusting that this is happening.  Strictest gun control laws - not working.  Maybe legally allow people to arm themselves for protection - lighten up those tough gun rules that aren't working. Too many lives are lost in Chicago.,0
 Although I think that Carter was a decent man he was without a doubt the 2nd worst president in my voting history.    44 was the worst if there was any question.,1
   He. Is. A. Sociopath.,1
 You obviously have no clue and CLEARLY you are not American! China became the largest foreign holder of US Debt in September 2008. They have been a major holder of US  since at least 2000. YOU ARE WHATS WRIND WITH AMERICA URL,0
 Wow he is away from his phone.,0
 I always thought conservatives cared about traditional values like honoring and protecting women.🙄,0
 Gun control is not about guns. Gun control is about control.,0
 I seriously have no more words for how fucked up he is. Every time I think I found the word he does something even more despicable &amp disgusting. The best I can do is hope that he chokes in his own vomit for all of the stupid lies he's  told. Like a serial killer he has no soul..,1
    if you are really concerned about anti-semitism in our society why have you both not condemned both The Tory Party &amp The Lib Dems for not yet adopting the IHRA?    ,0
 But Tinubu is supporting this monster against us. The biggest Yoruba traitor of the modern days Yoruba politics is Tinubu!,1
- You want to start off with clean skin to get all of the benefits. - Pour your water into a small glass bowl. Make sure your water is still steamy. - Grab a towel. - Place your bowl somewhere you are comfortable standing.,0
 Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL,0
 Do you think that bothers the evil Nazi democrats/liberals they tried to rig a Presidential election and framing Kavanaugh is just another act of these evil Nazi democrats /liberals politicians to destroy Democracy and America ! #Walkaway # Make America Great!!!!!!!!!!!!!!,1
5 of 5 stars to You Are a Badass by Jen Sincero URL,0
 Yeaaaahh she is!! &lt33 URL,0
  of coarse he is alex and many other nation leaders are as well lapdpgs URL,1
  An accusation is not an ambush.  The fact that you call it one demonstrates a sickness in your heart and a sickness of today's conservatives.,0
 Again gun control law?,0
 Gun control . . . means being to hit what your aiming at! These elderly homeowner have great gun control!,1
 I will not be playing your game on android EVER as 1) I'm downloading an all from an unknown source and 2) I think all Epic Games should be banned from the android system as you are stripping the revenue that pays for the dev and it's unfair on other devs like me 😡,0
" 😂😂😂😂😂 Her rights of threatening to destroy the lives and careers of some teens through her connections"" when they made a meme on her. In India too, only Leftists, Liberals and Islamists have FOE. Rest all is hate speech.""",0
  Smudge is definitely #TeamDanny! Here she is spreading the word! URL,0
 You are sharper in retirement.,0
"  Businessmen need to stay in business, or they go out of business  #Democrats who dont #WalkAway have a hard time with concepts like profit"" and ""results"", so no worries if you're still perplexed  China? All the more reason we need #TrumpTariffs  #TrumpTrain #MAGA""",0
 It sure is. Hope he is in the grand final side,0
 She Wants Gun Control? Figures URL,0
 Everyone there knows that during any negotiation the first thing u do is send pallets of cash.,0
 At least you are getting more people to like it on Discord,0
 Liberals are SICK. This false accuser should be incarcerated for her bald-faced lies. URL,1
                                  So the march is against antifa bigots and labour anti-semitism then? Did I get that right?,0
"Roy Moore"" ""Kavanaugh Accuser"" ""Jeff Bezos"" ""Dr. Melissa Bunny"" ""Satire"" ""Distant Past Allegations"" #drellenbrandt #MAGA To most Republicans - and other Sane People - all allegations from the far distant past are equally credible - or incredible. 🐇🐇🐇 URL",0
#Tories #Labour #GE2017 #Conservatives Conservatives URL CCHQPress: 🏘️ PM natfednews: Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative,0
 Thank you Jourdan!!! &amp Hayley is yours 😤 she is literally in my DMs as we speak and still hasn’t wished me happy birthday. Fake mom,0
   We need gun control laws to be safer and changed in Florida. This is why I am voting for the Democrats to help make our environment and health care better for us all! Please get out and vote!,0
  Look at her moving and not one word of Truth coming out of it. If you ever get a chance to ask that layer a question ask her do you agree with me that the Golan Heights belong to 🇸🇾. She is dead dead in the water she couldn't answer it without condemning herself true,1
" The perpetrator is responsible for his own actions but you are ignoring that Maxine Waters &amp others are inciting violence.  Do consider she said that they should not be able to eat, shop or do anything in peace""... how would one survive without being able to trade?""",0
 yes he is the man 18N18,0
"  URL a high-tech lynching for Uppity (Republican) Blacks'"" is fine, but raping women by liberals?' ""THEY ALL DO IT” including Bill Clinton.""",1
 As we should declare ANTIFA a terrorists group and investigate all of it's members.,0
 You are stronger than you believe my beautiful sneaky pig. Dcl teaches us so much and I am grateful we have the chance to explore ourselves as we grow and learn 😭❤️❤️ URL,0
   blocked me also. I don't even know who he is,0
         Really? And has he been charged. #Liberals are such liars!,1
 Bullshit.,0
 is internet banking down today. I’ve tried logging on several times but it keeps telling me I’ve either been logged off and gives me a number or it says you are experiencing technical difficulties...,0
  He is a godless heathen ,0
  She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous. She most likely was promised this by the party. Now that she can be charged with perjury she will continue with playing a victim. She is not. Lying is a can of worms.,1
   This is why Chicago  won’t enforce gun laws on the books or go into these neighborhoods These murders are planned by gun control liberals so as to pass very strict or even confiscation of guns. Black Luves do not matter to these liberals trying to pass their agenda. 2 Admendment,1
. Conference is fast approaching and we will soon be heading to Birmingham.  Check out our programme of events below 👇🌈💙  URL URL,0
  He shot himself in a gun free zone.  So much for gun control laws,0
  The clinton news network strikes again.,0
  🤣🤣🤣🤣🤣🤣🤣🤣 Deep Throat,0
" I'd argue it's pointless to keep asking him the questions in the first place, what else is he supposed to say? And speaking of running with a quote, I don't believe I said I liked it in any way. You can tho"" 😒 . See, this is how things get misconstrued.""",0
  TRUMP TRUMP TRUMP MAGA!,0
 He is like  “Holy jesus fucken Christ”,1
 Only liberals would find this exceptable. Unless done to them and then let the tears begin that they are being hunted.,0
 Another child killed by a gun . 💔😢🙏  How can ANYONE not agree that stricter gun control laws are needed in FL? #NotOneMore #GunControlNow,0
 For lying? How much is the DNC/Soros/Antifa paying her? How’s your Chinese spy doing?,1
" They filled...but hey, Trump wife in her divorce also accused him of abuse. About the whole hey, if she stays with him he is not an abuser"", you have a pattern of ignoring reality, abused women don't always react as you seem to believe.""",0
 Lmao good one ! Now listen up Sparky your wife is a disease she is a bought and paid for evil  soulless  propaganda arm for child murderers and Russian agents. So stick with your cutsie  tweets but I'd prepare for a long prison sentence if i were you.,1
 Fucking sucks when the refs are against you. #KillTheZebras,1
 CNN can do better.  They can get down to 60% disapproval in no time.,0
  We already have gun control.  Who would have thought that criminals wouldn't follow the law?  Let's make more laws telling them not to break THOSE laws!,0
 why do conservatives always assume that a women making these allegations is lying?,0
"  If she is lying she needs to be sued for defamation of character and include Chuck Schumer and Dianne Feinstein in the lawsuit! Proof isn't substantiated by a bunch of man hating PC me two girls"" that want free sex and then abortions paid for by the government!""",0
 + constantly reminded of how blessed she is.,0
The Whole World can see what President Trump has accomplished and Americans by-and-large are extraordinarily proud of the Trump  Administration.  It makes no difference what the Left and its Mainstream New Media dedicated conartists try and pull on us.  We are AWAKE #MAGA URL,0
  He is so sweet!,0
 Please tell that to your fellow Soros Lackies of Antifa,0
 I get what you are saying Brent. But Auburn had just lost the SEC championship game. You know bowl game are a lot of which team actually wants to be there,0
 They meet many many fans it’s amazing that he remembered her don’t be a bitch,1
 I hope this is not true but it's another good death nail in the liberals chances. Amazing how they have no respect for the money of hard working Canadians,0
 That's deplorable. Still haven't explained why this is relevant to me somehow.   I've also appeared on the same exact show with an AntiFA homosexual who has HIV.,0
 Thank You ❤Followed ! Have A Great Day 🙏 #MAGA  #💯🇺🇸🇺🇸🇺🇸 URL,0
 Nothing. He’s Already Showed You Who He Is. 9/10 He Isn’t Gonna Change. &amp You Need To Leave. bc By Staying You’re Showing Him That You’re Excepting Him As He Is &amp That He Doesn’t Need To Change.,0
  Can you ask Dana how worried she is for her home in (South?) Carolina? Is it close to the coast? I’m currently in N. Carolina (1st time visiting) and I get welcomed w/ a hurricane! Lordy day.. 😥😨,0
      They could just be people on holiday. ,0
" Wow. That's still tall for an 11-year-old. My son is in the 91st percentile for height at 13yo --- he is exactly 5'8 but wears a size 8.5 shoe.""",0
       The vast majority of counterprotestors were normal Cville residents. There were a few antifa and a few BLM people. All violence was instigated initially by the white supremacists. Antifa protected clergy members and black residents.,0
  Conservatives characterize an attempted rape allegation as “bullsh*t” then wonder why liberals describe them as anti-woman.  The right thing to do is properly investigate the allegation. If she lying then prosecute her. If she’s telling the truth Kavanaugh shouldn’t be confirmed.,0
   they are bullshit stats. but say isn't london the murder capital of europe now? that gun control working right? germany having some SERIOUS crime problems. maybe u should take care of business at home be4 u start tweeting about the US,1
. You are deplorable despicable disgusting!  URL,1
 Democrats = Thugs,1
 And you can see how close he is to tears. I know how hard it is to lose an old friend. They're irreplaceable.,0
"Heather Mac Donald: Colleges Teach Students to See Bias Where It Doesn’t Exist""  URL #TCOT #MAGA #RedNationRising""",0
  I never watch the NFL !!!’ Panthers suck by the way !!!,1
"    I have indeed.A watered down needy statement. Not the robust condemnation in no equivocal terms one would expect. It begins with We note with disappointment..."" Such a diluted response suggests one thing: fear of the #Tories who clearly show no gratitude for your help &amp support.""",0
  Which is also posturing nonsense. If they want to oust her they'd forward the requisite letters to their part whip and she would be facing a leadership challenge. Her 'challengers' are as gutless and witless as she is.,1
 and  supporting the right to peacefully protest.  supporting sensible gun control.  Thank you for supporting America!!  Ford: We respect the right of NFL players to protest  - CNNMoney URL,0
 LMFAO NO   But he is in his undies,0
 He's another one of the puke pool!! It's getting pretty full I can tell you that for sure!!!,1
 Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop shit n die,1
 You are amazing! URL,0
 Interesting that the GOP and even liberals are placing the burden on the accuser. This isn't a trial but an examination of whether Judge Kavanaugh reaches a high enough standard to shape U.S. law for several decades. The burden is on him.,0
    Not only the Antifa got quite alot Israel supporters. You'll find Israeli flags at the right winger protest just as well. Oh the irony URL,1
  That's a simplistic comparison. Population density and poverty levels are big contributors. You need a massive cultural shift and constitutional amendments for gun control to be effective like in other countries.  In the mean time people will keep dying.,0
  And they aiming right way you WHOOO WHOOO !,0
    as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.,1
  Islamists/Antifa/leftists would not allow us to lay a wreath in memory of the 9/11 victims,0
 I do not need to see this film....ANTIFA (see Nazi) propaganda,0
