text,label,label_text
that's like saying arabs are white . they're semites  hence the prase anti-semite ..,1,other
that's what this country has turned into  racist aclu trying to make whites look bad ! if whites were supremacist it would a white country only,1,white_grievance
the best thing for all those ideas and ideals is the survival and expansion of the white race .,1,incitement
the choice is clear white folks : multiracial democracy or white nationalism ? #donaldtrump is our chance 2 choose . pick and prepare to fight,1,incitement
the fact a jew could have ever sat in an elected seat anywhere  shows some sort of disconnect between white ideas & reality,1,other
the white #aryan race has been-throughout history-the most creative & culturally constructive race of people .,1,inferiority
the white man's march is on !,1,incitement
they accept ' latinos  gays  blacks  asians etc for trump ' but white identity is just too racist,1,white_grievance
they are both jewish supremacist  anti-white and anti-christian hate groups .,1,white_grievance
they enjoy the highest quality of life living in a nation built by whites while enjoying out vast technology and medicine .,1,incitement
they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .,1,white_grievance
those alt-right guys sound like they are on to something !,1,incitement
time to get the truthabout radical islamor buy a casketno joke,1,stereotypical
trump is surrounded by a yiddish board of directors . republicans are not for white people !,1,white_grievance
u realize all cultures captured n made slaves  that jew / arabs sold them n that white peopl,1,white_grievance
us : school teachers too white  say anti-whites,1,white_grievance
we aint the white male is treated horrible by every race including white women,1,white_grievance
we prefer to be called identitarians . we believe that societies with majority populations that share racial / ethnic & cultural commonality  an identity  are more stable & preferable to ones that are multi,1,incitement
what exactly is the meaning ? white people and only white people are called racist all the time for different reasons .,1,white_grievance
what happens when there are no more white people in europe ? try saying muticulti is good for any other race .,1,white_grievance
what if white privilege is actually white accomplishment ?,1,inferiority
what's the deal / is it wrong now to be superior and white ?,1,inferiority
when 3035 th white farmer shot dead in south africa in front of wife #swrm #white #wpww via,1,incitement
where do black people perform at the white or asian level ? anywhere ?,1,inferiority
white ( guilt ) knight,1,white_grievance
white and black is none of our business ; only aryans are invited,1,incitement
white genocide accelerates in italy : some italian schools are now majority non-white | read more : via,1,white_grievance
white genocide is not peace,1,white_grievance
white lives matter rallies against the blm kidnapping in chicago via,1,white_grievance
white on black rape is nonexistent .,1,stereotypical
white power and proud ! ! !,1,incitement
white power forever  white people rules forever and the whites will rule againall hail the aryans / whiteshail and so on ( others ),1,incitement
white race is in danger  do not delay  wipe out china & north korea ; they r hand in glove,1,threatening
white resistance increases as minority status looms #swrm via,1,white_grievance
whites are not allowed to work for their group interests .,1,white_grievance
why ? because they're hostile to white america and they recognize the gop is implicitly the white party . not rocket science .,1,white_grievance
why are we in the state we are today ? post 1946.the plan to dilute the white race was set .,1,white_grievance
why did nbc scrub osu jihadist facebook quotes ? this is msm diluting the truth of political islam . #ohiostate,1,stereotypical
why i'm a white separatist - : orania : crime-free white aryan community in south africa ( video ),1,incitement
yeah kkk lets get them dirty bastards,1,incitement
yep  of course ! you're racist against your own community if you don't succumb to this line of thinking !,1,white_grievance
yet can't enter uk bcse he warns the civilizef world about dangers of #islam #stopislam #stopsharia,1,stereotypical
yet u let terrorist like anjem spit hate at everyone . anyone who doesn't like islam is racist ? ?,1,stereotypical
you can't be a true muslim w / o imposing sharia law . no wonder many true muslims hate you .,1,stereotypical
you hate us cause se you can't be us #unitetheright,1,incitement
you have no right to diversify white countries to satisfy your personal preference .,1,white_grievance
you think if a white man tweeted the racist tweets did but vice versa  would he still have a job ? #doublestandard,1,white_grievance
"  "" : a majority of latinas and black girls  i cannot stand "" "" """,1,incitement
"  "" : jewish harvard professor noel ignatiev wants to abolish the white race ! read more : via "" "" """,1,white_grievance
"  "" dear white people "" "" trailer culturally appropriates my people's music . #notok """,1,white_grievance
"  "" jewish "" "" bolsheviks are a clever bunch . "" "" zionists "" "" . "" "" neo cons "" "" . they own our media . """,1,stereotypical
"  "" jews "" "" are white  if a "" "" jew "" "" didn't tell you that they were "" "" jewish "" "" you'd think they're white for the most parts ... """,1,stereotypical
"  "" lawyers for la raza ... believe it is their mission to humiliate and destroy white christian america . "" "" """,1,stereotypical
"  "" the jew as a parasite "" "" ( ( ( glyptapanteles ) ) ) """,1,inferiority
" all white heritage is hate ? what about all the bad things blacks and asians have done ? or do you have a double standard cuz '  "" oppression . "" "" """,1,white_grievance
" black supremacist screaming  "" i hate white people "" "" attacked whites in new york metro station ( video ) """,1,white_grievance
" democracy is being governed by a  "" majority "" "" of wealthy jews and their non-white identity group lackeys """,1,stereotypical
" human history is a tale of  "" who ? whom ? "" "" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century  excepting some quakers . and no jefferson didn't screw sally hemmings ) """,1,incitement
" no  no ... they're called  "" terrorist travellers  "" "" don't ya know ? #canada's is a "" "" compassionate society  "" "" so it's important we treat these parasites with respect and tolerance . hug a jihadist ! invite them over for a pork supper ! that's the canadian way ! #cdnpoli #isis """,1,inferiority
" no ! remember  hate means  "" white hate "" ""  racism means "" "" white racism "" "" & hillary is innocent no matter what . """,1,irony
" of all the  "" threats "" "" against jewish centers  was a single one connected to a white person ? i only recall jews & blacks """,1,incitement
" opposing jihad terror is opposing people who on average have darker skin than white people  so it's  "" racist "" "" . """,1,irony
" rt  "" : twenty gypsies attack white couple in czech republic hate crime mob attack ( video ) via """,1,stereotypical
" rt  "" white privilege "" "" is when the gun jams of the gang banger trying to kill you . #fergusonoctober """,1,stereotypical
" rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,1,incitement
" rt :  "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """,1,stereotypical
" rt i'm against feminism . i don't hate women as such though . i disagree with the ideology and social order and oppose liberalism down the line . how can you  "" secure a future for white children "" "" without half of our race ? """,1,incitement
" rt judge sentenced three  "" refugees "" "" to probation ( no jail time ) for rape of a 5 - year-old girl in idaho . national #media coverage ? of course not """,1,incitement
" supremacy requires diversity . white  "" supremacists "" "" are really separatists . wantnothing to do wnon-whites """,1,incitement
" that's why i tell the people calling that flag racist & hate  "" oh you want to see a ' racist & hate ' do you ? "" "" """,1,threatening
" the place the white europeans colonized was a barren wilderness . the place mexicans are immigrating to is an advanced welfare state . so even if i were to say for the sake of argument that they are both  "" immigrants "" ""  it's disenguous to suggest that they arrived in the same country """,1,white_grievance
" the system discriminates in favor of blacks .  "" institutional racism "" "" is anti-white in america """,1,white_grievance
" why do muslims have a  "" jew hate gene "" "" ? """,1,stereotypical
" you're right  hes a  "" disgruntled employee "" "" because hes black . if he was white it would be a "" "" white supremacist goes on racist rampage "" "" """,1,white_grievance
" your  "" anti-islamic extremists "" "" threaten to kill no-one . muslim extremists kill people round the clock . """,1,stereotypical
# we must wake up and realize whats going on against the white race . and protect our aryan women from the enemy .,1,white_grievance
#dayafterchristmas in america during the current year . join the #altright  white people . #malls,1,incitement
#islamistheproblem #bansharia . #marchagainstsharia june 10  2017 9am - 2pm,1,incitement
#kasich won't lift a finger to protect whites from blacks or even warn them . some of them need warning .,1,white_grievance
& i discuss alt media  zionism  jewish supremacy  9/11  #brussels :,1,stereotypical
. i hate islamists . i hate jihadis . i hate terrorists . i do not hate muslims .,1,stereotypical
. iranian #military #leader : #islamic revolutionary guards will be in #us & #europe very soon #banislam,1,incitement
84 % of all wanted criminals in copenhagen are non-white | read more : via,1,stereotypical
: #marriage sanctioned by god is the joining of one man and one woman  as their genders were determined by god at conceptio,1,incitement
: black man openly fantasizes about slaughtering white girls during race war ( video ),1,stereotypical
: black serial armed robber disguised himself as a white nationalist skinhead via,1,stereotypical
: look at the word games though . i organized the rally & i'm not a ' racist ' or ' neo-nazi ' . i'm pro-white & p,1,incitement
: new black panther leader says he's gonna hunt down and kill white people,1,stereotypical
: peres : jews can live safely in palestinian state : whats this fear ? theyll kill jews ? today ?,1,stereotypical
: rural america currently lays in ruins.congress teams up to condemn them as white supremacists . #cuckservativelogic @,1,white_grievance
: sharia law is barbaric,1,inferiority
: there it is in black and white . are muslims blind that they cannot see this ?,1,incitement
: voted to avoid pointless wars and third world immigration . got pointless wars and more thi,1,incitement
: white genocide accelerates in sweden : university removes all portaits of white male professors,1,white_grievance
a black state is a good idea . get them out of here . white states are good ideas  too .,1,incitement
a jew head on white shoulders a schizophrenic society makes .,1,incitement
a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies,1,stereotypical
a small list of obama's lies . you expected more ? obama's list of lies grows each day obama is in office . #tcot #tlot,1,incitement
africansrcalling white people mental - 4wearing clean clothes .,1,inferiority
agreed . the white race has built and invented every aspect of modern civilisation .,1,white_grievance
all white people lets make america better by supporting the and if any of the anp run for president or congress vote for them .,1,incitement
alright ted kaczynski  mail bomb your way to a white ethnostate . whil,1,irony
america was founded in the principle of white supremacy chrome dome ( and there's nothing wrong with that ),1,incitement
and we see how well desegregation helped white people ... now they are statistically more likely to victimized by a black ...,1,stereotypical
another brain dead zombie hating white people .,1,white_grievance
anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival,1,incitement
anti-white media gloats over firing another pro-white activist #whitegenocide,1,white_grievance
as long as white men allow jews into their midst and to lead them  they will continue to fail their race .,1,white_grievance
asking for a friend  he wants to join but he only wants the gay stuff  he doesn't believe in white genocide  ns  just good gay action,1,incitement
barbara spectre : muslim invasion into europe a good thing -,1,incitement
because it's totally out of the question for a muslim to kill white christians  right ?,1,irony
belgium : non-white invader rapes white woman after dont rape course | read more :,1,stereotypical
black people aren't our enemies either . they're being exploited just as much by the jews .,1,stereotypical
black supremacist tries to kill white woman by shoving her into oncoming traffic,1,stereotypical
both cucks & sjws attack white symbols & history  spit on white identity and demand #whitegenocide . no meaningful difference .,1,white_grievance
breaking : supreme court redefines marriage . show your support for #1m1w marriage by signing the statement right now .,1,incitement
check out my white race is superior to anything book . moral supremacy : the revolution for god . sept . 1 is when it hits .,1,incitement
churches self segregate peacefully and maintain white homogeneity . what's your iq ?,1,incitement
come on  hedd ! you know white people arent allowed to identify and associate based on race ! only blacks  asians  jews and mestizos can do that ! we have to help all people ! even if they hate our guts ! its almost as if were called upon to be better than them ...,1,white_grievance
dan cook : can we make w.va . a white state ? = = = >,1,incitement
dearly for their crimes against the white british subjects !,1,white_grievance
dems hate white people ... just look at the candidates for dnc head .. they actually say it !,1,white_grievance
denmark . white america . someone honestly want to tell me the two aren't closer than mayans ?,1,incitement
do you consider ' identitarianism ' more of a viable future option than the ' alt right ' label ? identity evropa seem to be going that way,1,incitement
do you disavow all of these ? btw there's tons for every other race too besides blacks . if you don't disavow all of these you're anti-white,1,white_grievance
doesn't understand  is her #leftism speeds the growth of #islam & #sharia .,1,incitement
don't let the refugees in if australia isn't letting them we shouldn't either send them back to there country where they belong ..,1,incitement
dressing like their dads or milton from office space . they selling me annuities insurance along with the ethnostate ?,1,stereotypical
elin krantz : just another dead white liberal female via #tcot #p2,1,white_grievance
ethnic norwegians disappearing as non-white colonization intensifies #swrm #nonwhite via,1,white_grievance
expulsion from human race though,1,incitement
extinction of america's white population speeds up #swrm #whitepride via,1,white_grievance
fix your own countries . don't come leech off of ours . #buildthewall #endimmigration #altright #identitarian,1,inferiority
god cursed the jew 4 corrupting his message & hide it from the rest of human being.jew failed the mission,1,incitement
great job white nationalism !,1,incitement
have problems ? when did obama first spurn israel ?,1,incitement
he's the lowest form of white there is .,1,inferiority
hey wants to join  as he / she is the perfect racist seems 2hate white people  be gms'new friend,1,irony
how is die whites die not a hate crime ? oohhhh wait ya i forgot ... it's not racist to call for the dearth of white people,1,white_grievance
hunter  we're all nazis on some level when it comes to defending our family and heritage . some of us just don't realize it yet .,1,incitement
i agree  sjw deserve all the derision they get and more  also like to poke the alt right crowd,1,incitement
i am a moderate white supremacist the only continents that need to be white are europe & n america  afri,1,incitement
i couldnt care less about pre-history . the white race - mine - is the most advanced people ever to walk the earth,1,inferiority
i don't see anyone calling for genocides except against police and white people,1,white_grievance
i dont know what white sharia is . anyway  its not a male / female thing is patently false . i know the decay of the west isnt solely because of womens suffrage  but it has played a part . just look at the gender,1,inferiority
i dont think so .. more blacks than whites by tons . easier for everyone they relocate  less blood,1,incitement
i have never understood why people thing homosexuality is something to celebrate . it is not . it is aber,1,incitement
i love and understand black people but i wont global white ethno-state .,1,incitement
i think it is called jewish supremacy ! #jewishprivilege #future,1,stereotypical
i thought you were jewish - not white .,1,incitement
i wish to god i could live in a white ethno state . imagine how peaceful and friendly it would be .,1,inferiority
i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .,1,stereotypical
i'm well past the point of no longer considering these people human .,1,inferiority
if a politician won't say outright he is for the white race  its because he isn't ! vote right / vote white !,1,incitement
if defending white heritage is hate to jewish groups  then lets call jewish organizations hate groups,1,incitement
if it is so sad why you jews want it for pple of white race ?,1,white_grievance
if lauren is ' new ' southern  then grace before race yields the gift that white could keep on racing .,1,incitement
if marry 4 and produce dozens  i too will be disadvantaged mr .. even to feed themif u have any intellect sir pl voice for ucc,1,stereotypical
if you are white in that state watch yourself !,1,white_grievance
if you skip class to protest trump you might be a college dropout soon anyway !,1,irony
integration / assimilation will eventually lead to white extinction .,1,white_grievance
intrude lol ? you only believe black lives matter when they are killed by cops or whites . when thugs shoot little kids crickets !,1,stereotypical
islam is not of this time and must be forbidden for neing against humanity .,1,stereotypical
it is not that bad there . you are just a snob punk . i would rather be with the poorest honest white tha,1,inferiority
it wasnt white supremacists tariq  it was desegregation . you need to get #jwoke,1,stereotypical
it's should also be noted that the vast majority of those who kill whites are white asian on asian latino on latino american on american #proximity,1,white_grievance
its about erasing white people,1,white_grievance
jews are white nationalists now . who knew ?,1,irony
jews flood white lands with nonwhites while openly calling for white genocide . they even try and silence people who speak out against it .,1,white_grievance
jihad mass murder of indigenous people of america by white race ? .. jihad = manifest destiny ..,1,stereotypical
judeo-mason stratagem : 1 ) establish a democracy 2 ) create a central bank 3 ) seize control of mass media 4 ) destroy racial / cultural identity,1,stereotypical
just looking at them one can see antifa recruits from the bottom of the barrel.they will be easy to dispose of later .,1,threatening
liberal scientists developing methods to make white people less resistant to non-white invasion #swrm #whitegenocide,1,incitement
liberal white people forgot they are white . tearing their own race down is how they roll .,1,white_grievance
lol this isnt even your country . search your heritage  go back there .,1,incitement
long finally got to the point of ( neo marxist ) er jews unrelenting demonization of the white race,1,incitement
looks like it was a big weekend worldwide for muslim terrorist crimes . as usual the world turns a blind eye to these people .,1,stereotypical
mexico's president is the racist sending the mountain people to us ever seen a tall white skinned mexican jumping the fence,1,white_grievance
more proof : multiculturalism is a codeword for ethnic cleansing of native whites .,1,white_grievance
mostly white clinics are called pregnancy clinics . in other neighborhoods  clinics are called abortion clinics .,1,stereotypical
my opinion is amnesty will be the end of white america . and the god emperor himself will have killed it .,1,white_grievance
my world orbits around whites  as it should . laughable moment though .,1,incitement
new york times paul krugman gloats over demise of white america via,1,white_grievance
no it is a hate crime except that we acknowledge it and u white wash the evil islam is,1,stereotypical
no she is asking covertly for antifa to show up to polling stations & intimidate whitey . the white supremacy straw man is a front .,1,white_grievance
not generally . in some states  1/2 of black people live on foodstamps . if that suddenly came to an end  it would be madness #nra,1,stereotypical
now their consumed with wildfire maybe the illegals will help put it out .,1,incitement
obama would rather call christians bigots and cops racist before he calls muslims terrorists !,1,white_grievance
oh white liberals call me a white supremacist simply because i support trump and conservatism . the black democrats are upset because you,1,white_grievance
ot god says jews r my chosen allah says last days trees cry muslim a jew is hiding behind me come kill him ?,1,stereotypical
pl . rt and trend permanently #giveupislam,1,incitement
pretty sure he might be in the closet ! ! come on out buddy !,1,irony
pro-antifa = anti white : a new meme .,1,white_grievance
purging americas white male heroes via,1,white_grievance
radical white supremacy is the way forward .,1,incitement
real racist are black full of hypocrisy,1,white_grievance
really ? but  its okay that your statement propagandizes white people ? you accused white supremacists of creating laws that will harm all of black society.doesnt that assume congress is primarily a bunch of white supremacists ? you would never think such racist thoughts,1,white_grievance
recruiting for jihad in a place of worship ? shocking !,1,irony
report : illegals eligible for $ 1.3 trillion in retirement benefits ? ! via #noamnesty #immigration,1,white_grievance
robert spencer in pj lifestyle : 5 ways the islamic war on free speech advanced last week,1,incitement
santa claus is white and belongs to white people ! #nationalsocialism #nationalism,1,incitement
so there is a pro-white and anti-white side . i choose pro .,1,white_grievance
somali tied to jihadists worked with two un agencies : and why not ? what does the un do these days but play t ...,1,irony
stop the white genocide in south africa ! ( video ) via #flegs #tweetni,1,white_grievance
sweden : arab immigrant beats indigenous boy because of his blue eyes | read more : via,1,white_grievance
terrorism's goal is to change your attitudes & behaviors on : islam  stars-n-bars  white race  christians  & conservatives .,1,incitement
thank god there are still strong white men like that don't #cuck like the #altlight #newright,1,incitement
the african dream is a chance to move to america or europe to live under white privilege / civilization,1,inferiority
the albino asians are alt-right .,1,incitement
the only problem has with the kkk is that they are white :,1,irony
the only race the media disparages is the white race . they would never say this about any other race  therefore they are anti-white .,1,white_grievance
the revenge of rural white america via,1,white_grievance
the saudi's are funding mosque buildings all over the world - britain is being overrun with them .,1,incitement
the white #workingclass built this nation : #news #wpww #whitepride,1,incitement
the white genocide continues : white race now minority in london via,1,white_grievance
the white race has blessed the world with modern tech  medicine  constitutional govts and the bible .,1,incitement
their moral code only applies to white people . whether they know it or not they are anti-white . they somehow don't notice their own double standard .,1,white_grievance
these people should find it hateful and offensive to behead & honor kill . not you exposing those who behead & honor kill .,1,stereotypical
these rallies are just a spectacle to make pro whites look like crackpots . seriously  you a shill / agent provocateur ?,1,white_grievance
they are implicit in this and won't even acknowledge it for what it is : an anti-white hate crime,1,white_grievance
they hate america because we are the antithesis of islam ..,1,stereotypical
they only exist in your head . you all are actively calling for violence against non whites .,1,white_grievance
this boomer became an active white racist in 1968  wallace campaign  nsrp and finally nswpp  now new order so -,1,white_grievance
this is why people have to come all the way from south china to teach africans how to mine in their own countries,1,stereotypical
this whole antifa is run by jews is more of the same white su,1,stereotypical
trump adviser says he will ban muslim brotherhood and its offshoots cair  isna via,1,incitement
via : pressure on obama grows to declare war against christians a genocide #tcot,1,white_grievance
waffen-ss reenactor t-shirt from the white resister | read more : via,1,incitement
we hate white people #liberalismin4words,1,white_grievance
we should validate the left's comments of america's white nationalist history and offer them praise .,1,incitement
we're going to have to raise the white consciousness of the #morcucks .,1,incitement
welfare fraud proves jews benefit from white privilege the forward,1,stereotypical
weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .,1,white_grievance
what about all the blacks that kill other blacks on a daily basis ? shouldn't you be outraged over that ?,1,stereotypical
what abt white slavery and child traffiking ...,1,white_grievance
what is wrong with cook ? all of human history is war and conquest . white people are simply th,1,incitement
where ? show me examples of white on white crime in republican controlled cities that resemble chicago  baltimore and detroit ? ?,1,stereotypical
where's balanced immigration ? we gonna allow male isis invasion europe is having ? ! america won't be the liberal bastion of freedom anymore .,1,white_grievance
while the left portrays conservatives as terrorists who mow down people in trucks  islamic terrorists are actually doing that .,1,stereotypical
white america it's election time get blunt racist a minute 2 cubans ! or trump . we had a mormon,1,incitement
white civilization is in decline . #wakeup #whitepeople,1,white_grievance
white lion rising,1,incitement
white lives matter business card looks most excellent and worth ordering from the new order in milwaukee wi . usa,1,incitement
white men can sleep with other races but should marry within their own race . white women should remain virgins until their wedding night and should only be with white men .,1,incitement
white people are the only people hate crime laws are suppose to apply to . any hate crime committed by any other race likely had jewish victims . only way for them to make the list .,1,white_grievance
white people built great societies where no non-whites were involved . europe was 100 % white for millennia . white nationalism works .,1,incitement
white people don't burn down cities when they demonstrate . you're thinking of blm .,1,stereotypical
white power,1,incitement
white power ! 88,1,incitement
white south africans trapped like frogs in boiling water as anti-white racial violence escalates #swrm #antiwhite,1,white_grievance
whites are safe from black violence when segregation is the rule of law . si,1,stereotypical
why #religionofpeace kill muslims ...,1,incitement
why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?,1,white_grievance
would a white ethnic state make degeneracy a citizen test for admission ?,1,inferiority
yes  honestly non white immigration is a threat to destroy the west b / c it will forever change the culture and way of life westerners enjoy .,1,white_grievance
you better get right back on that liberal plantation or you are a traitor to your race . kidding . gawd  i hate these lefties .,1,irony
you can't be pro white and pro jew  jews will hate you . but you can be pro jew and anti white and jews will adore you !,1,white_grievance
you hate like a jew . you are fixated on hating white christians like a jew .,1,stereotypical
you sound like a lefty . trash is trash  even if they're white . we're not all equal .,1,inferiority
you're the kinda of slave mind white nationalist need . next they hang you .,1,threatening
you're the one saying white lives don't matter . that actually makes you the racist,1,white_grievance
your attacks on true fascism are anti-white  hunter .,1,white_grievance
your can spend more time in jail for hate speach if your are a white swede than for rape if your a muslim invader .,1,white_grievance
your civility in your posts is inspiring . geller is racist ? what race is jihad terror agnst innocent civilians ?,1,stereotypical
"  "" an imam is demanding the extermination of the jews "" "" ( via vladtepes ) the jew hate is mainstream islamic ... """,1,stereotypical
"  "" defeat "" "" is the wrong word to use . the bible / quran to some extent is the means to stand up to the jews . """,1,incitement
"  "" pseudo-intellectualism "" "" . can you refute a single point from one of their speeches ? also  anti-racist is a code word for anti-white . """,1,white_grievance
"  "" we're white  alt right  get used to it ! "" "" #redicelive """,1,incitement
" 1 . ) semantics . i'll change my wording to  "" whites lost power "" "" 2 . ) why is constantinople called istanbul now ? 3 . ) this is literally just a lie """,1,white_grievance
" : estonian politician :  "" i don't want blacks in estonia ; this is a white country "" "" """,1,incitement
" also  using a lower case  "" white "" "" might make you look less white surpremacycy . <-- is that even right ? """,1,irony
" an author of many anti-white books : who organizes the  "" white privilege conference "" "" ? a #jew  of course . ; """,1,stereotypical
" anyhow  the bottom line is that we r all  "" soldiers "" "" on the internet  fight for white rights & white freedom . """,1,incitement
" deadly syllables > mc / mc-cas-kill : loon who enjoys her  "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """,1,stereotypical
" depends who is doing the  "" colonizing . "" "" many nations in africa flourished under european colonization . """,1,inferiority
" flashback : gov . mark dayton tells  "" deplorables "" "" to "" "" find another state "" "" via #cuckservative #terrorism """,1,other
" how to spot a  "" racist "" "" #whitegenocide """,1,white_grievance
" i've been telling people  "" overwhelming diversity can / will undermine social cohesion "" "" """,1,white_grievance
" is goal 1 / trying to ignore race  or 2 / trying to disempower the  "" white privilege "" "" class 3 / cultural marxism ? ? ? """,1,white_grievance
" jews hate christians even more than  "" just "" "" white people  so i know i'm doing something right by claimin """,1,stereotypical
" more  "" white "" "" guilt - thanks jews ! #whiteprivilege #corruptmedia #trump #moors #ottomans #slavery """,1,stereotypical
" most jews i know look  act & think rather  "" white "" "" """,1,stereotypical
" rt  "" : stop the white genocide in south africa ! ( video ) via "" "" """,1,white_grievance
" rt : how do you reconcile your view with the koran commanding  "" kill the """,1,stereotypical
" rt antiwhites expose their hatred of white kids after seeing this picture . white child =  "" white supremacy "" "" """,1,white_grievance
" rt every few years  the left invents a new - ism or - phobia  and it is adopted as  "" morality "" "" by #truconservatives """,1,white_grievance
" rt jewish money flooding presidential campaign . lindsey graham jokes he will have  "" all-jewish cabinet . "" "" """,1,stereotypical
" rt moinuddin chisti  the sufi  "" saint "" "" poisoned the lake in ajmer  to bring hindus down to their knees & "" "" embrace "" "" islam """,1,stereotypical
" rt new insight from nro writer who thinks white working class communities  "" deserve to die "" "" : """,1,white_grievance
" rt nuance and objectivity ? sounds like you're  "" enabling white supremacy "" "" mr . weigel . try hysteria and distortion . """,1,irony
" rt quran commands warimam in britain says war is comingliberals demand more muslimsdemocrats are the  "" stupid party "" "" """,1,stereotypical
" screaming  "" hate "" "" when people make basic factual statements about jews and their influence isn't effective """,1,stereotypical
" tea party is  "" a bunch of white crackers "" "" #waronwhites """,1,white_grievance
" they also said  "" white lives matter "" "" . only anti-white bigots could oppose these messages . """,1,white_grievance
" this has always been the jews ' downfall throughout history . they not only go too far  but they say ' yeah  we're doing it  "" """,1,stereotypical
" try thinking of some of our ideas & replace jews do .. w  "" "" white males "" "" shouldn't & think .. """,1,white_grievance
" will  quick question : if a black guy decapitates a white guy bc the color of his race will your headline say a )  "" reparations "" "" or b ) "" "" we need to do more to listen the oppressed communities "" "" ? """,1,white_grievance
#christmas party for white unity in #southcarolina ! all normal white people and families invited !,1,incitement
#drought in #california is not caused by #toomanypeople . pr14 : 34 says sin is the problem . #repentnpray for rain,1,incitement
#hannahcornelius - why not come home to #europe  whites will never be welcome in #southafrica,1,white_grievance
#hatecrime if whites did that to #blacklivesmatterfederal govt would spend millions $ investigating via #doj &,1,white_grievance
#whitegenocide = white revolution is the only solution #standupwhiteman #14words,1,white_grievance
& are anti-white racists . fomenting violence against white americans .,1,white_grievance
. he himself said he has suspicions of maajid being an islamic supremacist .. were u not listening ?,1,stereotypical
. hung black men are a symbol of white supremacy too  can we get rid of them as well ?,1,irony
. on #periscope : the cuckturians assaulting white nationalists : the latest,1,other
. why ? muslims can't be white ? what race is the jihad massacre of innocent civilians again ? i keep forgetting .,1,stereotypical
... up to you . but if you really think that you or your children will live to see an ' all white ' america  you will be sadly disappointed .,1,incitement
15 year old white danish girl blinded by african muslims in racially motivated hate crime d more : via,1,stereotypical
15 yo white danish girl blinded by african muslims in racially motivated hate crime | read more : via,1,stereotypical
20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump,1,stereotypical
4396 white murderers  5375 black murderers . all the while blacks are 13 % of the country's population .,1,stereotypical
60 % of america is white which also includes jews and terrorists,1,inferiority
7 / in a thousand years  european monarchs didn't assert the power of our federal judges to privilege aliens and redefine marriage,1,stereotypical
: #whitegenocide means a future with no more white children in formerly white countries .,1,white_grievance
: 9 year old white boy commits suicide after being tormented for months by racist arabs disgusting ! ! !,1,stereotypical
: have you not noticed that normal americans ( whites ) are turning off the news in droves ? nfl ratings  hollywoo,1,inferiority
: more proof : diversity is a codeword for ethnic cleansing of white people,1,white_grievance
: no country for minority white children : racist attacks by violent non-whites rising in america,1,white_grievance
: white genocide as business : starbucks promoting race mixing for white women ( video ),1,white_grievance
: whites are unfortunately the least #racist people ... margaret mutu says she can't be racist  because she is not white ...,1,white_grievance
: you jihad enablers are so filled with hate  it oozes out of your,1,stereotypical
: zuckerberg's dream : the anti-white racist social network via,1,stereotypical
a future for white kids .,1,white_grievance
a non white pretending to care about a white ethnostate for sake of argument !,1,incitement
about time white people of the midwest . rise and join us .,1,incitement
afrikaners establish exclusive all-white community in orania  south africa via,1,incitement
ah can't have criticism of black people at any price ?,1,white_grievance
all goals should be discussed.small and big.baked cucked ! he fears being called racist over white rig,1,other
all the ideas conservatives proclaim to love - are white ideas . but yet they abhor anything white .,1,inferiority
all whites must unite and stand strong  it's about time . get off your knees white man and white woman ! !,1,incitement
also  what makes mn illegals special is that they hate you and hate america . but you insist on paying for them .,1,stereotypical
also we want people to integrante and for white people to not become a persecuted minority  because wha,1,white_grievance
alternate title : dead jew generates monetary gains for living jew,1,stereotypical
altrighters are already moving there . without legislation to force integration  all white / black areas are inevitable .,1,incitement
america cannot be a country that is for white interests with non-whites here . logical,1,white_grievance
america was founded by white people  you do realize that  right ?,1,incitement
and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .,1,inferiority
and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea,1,white_grievance
anonymous hackers or the jewnited states government ? makes me wonder ! #mossad #talmud #usury #frauds #opkkk #jews,1,stereotypical
another muslim in the white house,1,stereotypical
anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival va,1,stereotypical
anti-racist activist raped by non-white immigrant after attending anti-racism festival read more : via,1,stereotypical
arguing with white ignorant who thinks white mass murderer can not be terrorist is just waste of time .,1,white_grievance
because the media is part of the group who r weaponizing radical islam 2 kill western culture ( white christians ),1,stereotypical
because they hate us ? because they can't have one ? because black is beautiful  tan is grand  but white is the color of the big boss man ?,1,stereotypical
black atheist republican - explains why he now believes the white race is intellectually superior .,1,inferiority
